,status,card_present_flag,bpay_biller_code,account,txn_description,first_name,balance,date,gender,age,merchant_suburb,merchant_state,extraction,amount,customer_id,movement,long,lat,merchant_long,merchant_lat,year_month,weekday,distance
5682,posted,,,ACC-1496451953,PAYMENT,Ricky,12755.13,2018-09-14,M,43,,,2018-09-14T04:00:00.000+0000,23.0,CUS-3142625864,debit,145.16,-37.84,,,2018-09,Friday,
5683,posted,,,ACC-1496451953,PAYMENT,Ricky,12684.13,2018-09-14,M,43,,,2018-09-14T04:00:00.000+0000,71.0,CUS-3142625864,debit,145.16,-37.84,,,2018-09,Friday,
5684,posted,,,ACC-3021093232,PAYMENT,Melissa,6605.1,2018-09-14,F,30,,,2018-09-14T04:00:00.000+0000,1841.0,CUS-55310383,debit,149.83,-29.47,,,2018-09,Friday,
5685,posted,,,ACC-1710017148,PAYMENT,Michelle,8517.84,2018-09-14,F,19,,,2018-09-14T04:00:00.000+0000,40.0,CUS-883482547,debit,150.82,-34.01,,,2018-09,Friday,
5686,authorized,0.0,,ACC-1903037542,POS,Jeffrey,4104.57,2018-09-14,M,30,Brendale,QLD,2018-09-14T04:11:42.000+0000,15.95,CUS-860700529,debit,153.05,-27.61,152.99,-27.32,2018-09,Friday,32.78544795075412
5687,authorized,1.0,,ACC-2173390920,POS,Luis,5914.15,2018-09-14,M,27,Eltham,VIC,2018-09-14T04:36:05.000+0000,15.59,CUS-3180318393,debit,144.71,-37.58,145.14,-37.73,2018-09,Friday,41.36530331855965
5688,posted,,,ACC-3827517394,PAYMENT,Craig,39071.73,2018-09-14,M,28,,,2018-09-14T05:00:00.000+0000,65.0,CUS-2663907001,debit,151.12,-33.89,,,2018-09,Friday,
5689,authorized,1.0,,ACC-964839203,SALES-POS,Michael,33469.47,2018-09-14,M,21,Townsville,QLD,2018-09-14T05:02:29.000+0000,85.49,CUS-2059096722,debit,146.92,-36.07,146.8,-19.29,2018-09,Friday,1865.887655817227
5690,posted,,,ACC-3941181087,PAYMENT,Paul,7895.88,2018-09-14,M,25,,,2018-09-14T06:00:00.000+0000,28.0,CUS-3989008654,debit,115.79,-31.94,,,2018-09,Friday,
5691,posted,,,ACC-1990648130,PAYMENT,Kaitlyn,4287.28,2018-09-14,F,21,,,2018-09-14T06:00:00.000+0000,28.0,CUS-809013380,debit,114.62,-28.8,,,2018-09,Friday,
5692,authorized,1.0,,ACC-1349834573,POS,Matthew,12312.49,2018-09-14,M,39,Fitzroy,VIC,2018-09-14T06:35:59.000+0000,60.24,CUS-1790886359,debit,145.17,-37.84,144.98,-37.8,2018-09,Friday,17.271864681755712
5693,posted,,,ACC-1496451953,PAYMENT,Ricky,12667.13,2018-09-14,M,43,,,2018-09-14T07:00:00.000+0000,17.0,CUS-3142625864,debit,145.16,-37.84,,,2018-09,Friday,
5694,authorized,1.0,,ACC-1222300524,POS,Michael,781.17,2018-09-14,M,38,Northmead,NSW,2018-09-14T07:23:42.000+0000,14.04,CUS-2142601169,debit,151.23,-33.94,151.0,-33.79,2018-09,Friday,27.00267428641365
5695,authorized,1.0,,ACC-3689607373,POS,Virginia,4856.64,2018-09-14,F,20,Gloucester,NSW,2018-09-14T08:00:11.000+0000,15.67,CUS-127297539,debit,115.79,-31.79,151.96,-32.01,2018-09,Friday,3398.3050899566033
5696,authorized,0.0,,ACC-1903037542,POS,Jeffrey,4093.89,2018-09-14,M,30,Hamilton,QLD,2018-09-14T08:10:05.000+0000,10.68,CUS-860700529,debit,153.05,-27.61,153.07,-27.44,2018-09,Friday,19.00579005355003
5697,authorized,1.0,,ACC-1710017148,SALES-POS,Michelle,8513.22,2018-09-14,F,19,Randwick,NSW,2018-09-14T08:19:59.000+0000,4.62,CUS-883482547,debit,150.82,-34.01,151.24,-33.91,2018-09,Friday,40.29996990452364
5698,authorized,1.0,,ACC-1903037542,SALES-POS,Jeffrey,4087.94,2018-09-14,M,30,South Brisbane,QLD,2018-09-14T08:29:54.000+0000,5.95,CUS-860700529,debit,153.05,-27.61,153.02,-27.48,2018-09,Friday,14.754921381707245
5699,authorized,1.0,,ACC-3879258709,POS,Natasha,196190.39,2018-09-14,F,40,Docklands,VIC,2018-09-14T08:39:48.000+0000,7.08,CUS-527400765,debit,143.83,-37.66,144.95,-37.82,2018-09,Friday,100.07744915482284
5700,authorized,1.0,,ACC-1523339231,SALES-POS,Tim,61578.62,2018-09-14,M,40,Girrawheen,WA,2018-09-14T08:49:42.000+0000,9.6,CUS-1816693151,debit,115.83,-31.9,115.84,-31.84,2018-09,Friday,6.738062947665464
5701,authorized,1.0,,ACC-2305712452,POS,Debra,3592.88,2018-09-14,F,18,Adelaide,SA,2018-09-14T08:59:36.000+0000,37.07,CUS-1842679196,debit,138.61,-34.89,138.6,-34.93,2018-09,Friday,4.540305363198171
5702,authorized,1.0,,ACC-3689607373,SALES-POS,Virginia,4835.48,2018-09-14,F,20,Innaloo,WA,2018-09-14T09:05:57.000+0000,21.16,CUS-127297539,debit,115.79,-31.79,115.8,-31.9,2018-09,Friday,12.267732071397143
5703,authorized,0.0,,ACC-1443681913,SALES-POS,Ryan,3588.2,2018-09-14,M,31,Cronulla,NSW,2018-09-14T09:12:10.000+0000,24.82,CUS-3129499595,debit,150.92,-33.77,151.15,-34.06,2018-09,Friday,38.60402860205758
5704,authorized,1.0,,ACC-1903037542,SALES-POS,Jeffrey,4057.52,2018-09-14,M,30,Kenmore,QLD,2018-09-14T09:18:23.000+0000,30.42,CUS-860700529,debit,153.05,-27.61,152.94,-27.51,2018-09,Friday,15.531478334621493
5705,authorized,1.0,,ACC-3689607373,POS,Virginia,4822.43,2018-09-14,F,20,Erskine,WA,2018-09-14T09:24:35.000+0000,13.05,CUS-127297539,debit,115.79,-31.79,115.69,-32.56,2018-09,Friday,86.13585733084611
5706,authorized,0.0,,ACC-1710017148,SALES-POS,Michelle,8476.91,2018-09-14,F,19,Catherine Field,NSW,2018-09-14T09:30:48.000+0000,36.31,CUS-883482547,debit,150.82,-34.01,150.78,-33.99,2018-09,Friday,4.30659092800239
5707,authorized,1.0,,ACC-1243371644,SALES-POS,Gregory,4121.92,2018-09-14,M,42,Chatswood,NSW,2018-09-14T09:37:01.000+0000,42.73,CUS-3904958894,debit,150.9,-33.78,151.18,-33.8,2018-09,Friday,25.97065087201511
5708,authorized,1.0,,ACC-1903037542,SALES-POS,Jeffrey,4046.65,2018-09-14,M,30,Brisbane City,QLD,2018-09-14T09:43:13.000+0000,10.87,CUS-860700529,debit,153.05,-27.61,153.02,-27.47,2018-09,Friday,15.845920556744476
5709,authorized,1.0,,ACC-2901672282,POS,Daniel,3979.57,2018-09-14,M,22,Canberra,ACT,2018-09-14T09:49:26.000+0000,132.24,CUS-1617121891,debit,255.0,-573.0,149.13,-35.28,2018-09,Friday,10821.10020833339
5710,authorized,1.0,,ACC-1222300524,POS,Michael,754.28,2018-09-14,M,38,Baulkham Hills,NSW,2018-09-14T09:55:39.000+0000,26.89,CUS-2142601169,debit,151.23,-33.94,150.98,-33.75,2018-09,Friday,31.295478924982792
5711,posted,,,ACC-1334819143,PAYMENT,Christopher,62410.84,2018-09-14,M,33,,,2018-09-14T10:00:00.000+0000,50.0,CUS-3117610635,debit,145.13,-37.7,,,2018-09,Friday,
5712,authorized,1.0,,ACC-1903037542,SALES-POS,Jeffrey,4043.17,2018-09-14,M,30,Clayfield,QLD,2018-09-14T10:06:22.000+0000,3.48,CUS-860700529,debit,153.05,-27.61,153.05,-27.42,2018-09,Friday,21.12709544696373
5713,authorized,1.0,,ACC-2673069055,SALES-POS,Richard,20785.01,2018-09-14,M,24,Sydney,NSW,2018-09-14T10:27:39.000+0000,104.9,CUS-51506836,debit,152.99,-27.49,151.2,-33.87,2018-09,Friday,729.7407467185969
5714,authorized,1.0,,ACC-3741880913,SALES-POS,Ashley,7034.03,2018-09-14,F,25,Biloela,QLD,2018-09-14T10:48:56.000+0000,34.77,CUS-1220154422,debit,150.5,-23.4,150.5,-24.41,2018-09,Friday,112.30690136150328
5715,posted,,,ACC-3233697971,PAYMENT,Robin,7183.33,2018-09-14,F,34,,,2018-09-14T11:00:00.000+0000,160.0,CUS-1147642491,debit,151.04,-33.77,,,2018-09,Friday,
5716,posted,,,ACC-1788473090,INTER BANK,Rachael,5042.9,2018-09-14,F,21,,,2018-09-14T11:00:00.000+0000,66.0,CUS-134193016,debit,145.06,-37.95,,,2018-09,Friday,
5717,posted,,,ACC-3536132544,PAYMENT,Heather,4001.61,2018-09-14,F,41,,,2018-09-14T11:00:00.000+0000,33.0,CUS-2348881191,debit,144.93,-37.79,,,2018-09,Friday,
5718,posted,,,ACC-414431115,INTER BANK,Amy,4012.96,2018-09-14,F,43,,,2018-09-14T11:00:00.000+0000,18.0,CUS-2599279756,debit,142.77,-37.06,,,2018-09,Friday,
5719,posted,,0,ACC-38923874,PAY/SALARY,Ryan,39591.31,2018-09-14,M,38,,,2018-09-14T11:00:00.000+0000,1880.95,CUS-3249305314,credit,151.27,-33.9,,,2018-09,Friday,
5720,authorized,1.0,,ACC-2901672282,POS,Daniel,3952.08,2018-09-14,M,22,Sydney,NSW,2018-09-14T11:03:52.000+0000,27.49,CUS-1617121891,debit,255.0,-573.0,151.21,-33.87,2018-09,Friday,10886.648360479685
5721,authorized,0.0,,ACC-1598451071,POS,Diana,2253.82,2018-09-14,F,26,Miami,QLD,2018-09-14T11:11:56.000+0000,10.74,CUS-2487424745,debit,153.41,-27.95,153.44,-28.08,2018-09,Friday,14.752162479301123
5722,authorized,0.0,,ACC-182446574,SALES-POS,Tonya,4641.93,2018-09-14,F,27,Midland,WA,2018-09-14T11:19:59.000+0000,22.01,CUS-3026014945,debit,116.06,-32.0,116.0,-31.89,2018-09,Friday,13.478042590136656
5723,authorized,1.0,,ACC-414431115,POS,Amy,4030.96,2018-09-14,F,43,Castlemaine,VIC,2018-09-14T11:28:03.000+0000,41.82,CUS-2599279756,debit,142.77,-37.06,144.22,-37.06,2018-09,Friday,128.66291191646332
5724,authorized,0.0,,ACC-1443681913,POS,Ryan,3509.01,2018-09-14,M,31,Penrith,NSW,2018-09-14T11:36:07.000+0000,79.19,CUS-3129499595,debit,150.92,-33.77,150.69,-33.75,2018-09,Friday,21.377810944808502
5725,authorized,1.0,,ACC-1598451071,POS,Diana,2242.39,2018-09-14,F,26,Labrador,QLD,2018-09-14T11:44:11.000+0000,11.43,CUS-2487424745,debit,153.41,-27.95,153.41,-27.95,2018-09,Friday,0.0
5726,authorized,1.0,,ACC-2249586092,POS,Edward,7774.74,2018-09-14,M,19,Ceduna,SA,2018-09-14T11:52:15.000+0000,18.61,CUS-443776336,debit,115.98,-32.07,133.67,-32.13,2018-09,Friday,1664.4527585063158
5727,posted,,,ACC-3485804958,PAYMENT,Jessica,23625.21,2018-09-14,F,34,,,2018-09-14T12:00:00.000+0000,16.0,CUS-1196156254,debit,138.52,-35.01,,,2018-09,Friday,
5728,posted,,0,ACC-3689607373,PAY/SALARY,Virginia,5961.22,2018-09-14,F,20,,,2018-09-14T12:00:00.000+0000,1138.79,CUS-127297539,credit,115.79,-31.79,,,2018-09,Friday,
5729,posted,,0,ACC-2890243754,PAY/SALARY,Joseph,4011.36,2018-09-14,M,37,,,2018-09-14T12:00:00.000+0000,917.45,CUS-2695611575,credit,153.32,-27.93,,,2018-09,Friday,
5730,authorized,0.0,,ACC-3879258709,POS,Natasha,196141.69,2018-09-14,F,40,Kinglake West,VIC,2018-09-14T12:00:42.000+0000,48.7,CUS-527400765,debit,143.83,-37.66,145.27,-37.48,2018-09,Friday,128.48051951954577
5731,authorized,1.0,,ACC-1903037542,POS,Jeffrey,4035.87,2018-09-14,M,30,Carindale,QLD,2018-09-14T12:18:34.000+0000,7.3,CUS-860700529,debit,153.05,-27.61,153.1,-27.5,2018-09,Friday,13.187444726204689
5732,authorized,1.0,,ACC-182446574,POS,Tonya,4631.79,2018-09-14,F,27,Mount Waverley,VIC,2018-09-14T12:36:25.000+0000,10.14,CUS-3026014945,debit,116.06,-32.0,145.13,-37.88,2018-09,Friday,2717.2695827375514
5733,authorized,1.0,,ACC-1037050564,SALES-POS,Rhonda,3501.89,2018-09-14,F,40,Bellbowrie,QLD,2018-09-14T12:54:17.000+0000,10.76,CUS-1614226872,debit,153.1,-27.66,152.89,-27.56,2018-09,Friday,23.490880161462123
5734,posted,,0,ACC-1788473090,PAY/SALARY,Rachael,7066.58,2018-09-14,F,21,,,2018-09-14T13:00:00.000+0000,2023.68,CUS-134193016,credit,145.06,-37.95,,,2018-09,Friday,
5735,posted,,0,ACC-1199531521,PAY/SALARY,Billy,12848.72,2018-09-14,M,52,,,2018-09-14T13:00:00.000+0000,3785.78,CUS-134833760,credit,116.02,-31.87,,,2018-09,Friday,
5736,posted,,0,ACC-559365433,PAY/SALARY,Mary,2491.69,2018-09-14,F,64,,,2018-09-14T13:00:00.000+0000,576.0,CUS-1654129794,credit,147.31,-42.88,,,2018-09,Friday,
5737,posted,,0,ACC-3481401842,PAY/SALARY,Tiffany,5187.29,2018-09-14,F,25,,,2018-09-14T13:00:00.000+0000,1225.33,CUS-1669695324,credit,115.74,-31.72,,,2018-09,Friday,
5738,posted,,0,ACC-2528867619,PAY/SALARY,Abigail,11526.36,2018-09-14,F,40,,,2018-09-14T13:00:00.000+0000,1946.57,CUS-2505971401,credit,138.58,-34.96,,,2018-09,Friday,
5739,posted,,,ACC-414431115,PAYMENT,Amy,3840.96,2018-09-14,F,43,,,2018-09-14T13:00:00.000+0000,172.0,CUS-2599279756,debit,142.77,-37.06,,,2018-09,Friday,
5740,posted,,,ACC-1516130869,PAYMENT,Jessica,2906.52,2018-09-14,F,21,,,2018-09-14T13:00:00.000+0000,29.0,CUS-325142416,debit,130.84,-12.45,,,2018-09,Friday,
5741,authorized,1.0,,ACC-53508546,POS,Kimberly,4578.9,2018-09-14,F,35,Eastwood,NSW,2018-09-14T13:12:49.000+0000,26.94,CUS-72755508,debit,150.62,-33.76,151.08,-33.79,2018-09,Friday,42.648257999252124
5742,authorized,1.0,,ACC-1903037542,POS,Jeffrey,4010.02,2018-09-14,M,30,Brassall,QLD,2018-09-14T13:31:41.000+0000,25.85,CUS-860700529,debit,153.05,-27.61,152.75,-27.59,2018-09,Friday,29.646229572095997
5743,authorized,0.0,,ACC-1903037542,SALES-POS,Jeffrey,3984.29,2018-09-14,M,30,Brassall,QLD,2018-09-14T13:50:33.000+0000,25.73,CUS-860700529,debit,153.05,-27.61,152.75,-27.59,2018-09,Friday,29.646229572095997
5744,posted,,,ACC-1344825761,PAYMENT,Sarah,19535.65,2018-09-14,F,46,,,2018-09-14T14:00:00.000+0000,22.0,CUS-1499065773,debit,151.09,-33.91,,,2018-09,Friday,
5745,posted,,,ACC-1523339231,PAYMENT,Tim,61538.62,2018-09-14,M,40,,,2018-09-14T14:00:00.000+0000,40.0,CUS-1816693151,debit,115.83,-31.9,,,2018-09,Friday,
5746,posted,,0,ACC-2674800293,PAY/SALARY,Elizabeth,28444.11,2018-09-14,F,50,,,2018-09-14T14:00:00.000+0000,1436.98,CUS-2977593493,credit,144.96,-37.69,,,2018-09,Friday,
5747,authorized,0.0,,ACC-2173390920,SALES-POS,Luis,5889.62,2018-09-14,M,27,Queenscliff,VIC,2018-09-14T14:04:18.000+0000,24.53,CUS-3180318393,debit,144.71,-37.58,144.66,-38.27,2018-09,Friday,76.849597909504
5748,authorized,1.0,,ACC-1598451071,SALES-POS,Diana,2233.25,2018-09-14,F,26,Coolangatta,QLD,2018-09-14T14:12:55.000+0000,9.14,CUS-2487424745,debit,153.41,-27.95,153.54,-28.17,2018-09,Friday,27.588459284850156
5749,authorized,0.0,,ACC-958000567,SALES-POS,Sandra,5218.6,2018-09-14,F,34,Millner,NT,2018-09-14T14:21:33.000+0000,87.09,CUS-4142663097,debit,130.9,-12.37,130.86,-12.39,2018-09,Friday,4.879876463507047
5750,authorized,1.0,,ACC-1222300524,POS,Michael,6.45,2018-09-14,M,38,Mount Pritchard,NSW,2018-09-14T14:30:10.000+0000,747.83,CUS-2142601169,debit,151.23,-33.94,150.9,-33.9,2018-09,Friday,30.772833602021215
5751,authorized,1.0,,ACC-1652235822,SALES-POS,Renee,19999.07,2018-09-14,F,38,Melbourne,VIC,2018-09-14T14:38:47.000+0000,13.6,CUS-2206365095,debit,144.89,-37.81,144.97,-37.81,2018-09,Friday,7.028107112119175
5752,authorized,1.0,,ACC-3233697971,POS,Robin,7164.04,2018-09-14,F,34,Lakemba,NSW,2018-09-14T14:47:24.000+0000,19.29,CUS-1147642491,debit,151.04,-33.77,151.08,-33.92,2018-09,Friday,17.08334728253034
5753,authorized,0.0,,ACC-1903037542,POS,Jeffrey,3964.12,2018-09-14,M,30,Saint Lucia,QLD,2018-09-14T14:56:02.000+0000,20.17,CUS-860700529,debit,153.05,-27.61,153.01,-27.5,2018-09,Friday,12.851686757264794
5754,posted,,0,ACC-354106658,PAY/SALARY,Christine,10891.05,2018-09-14,F,39,,,2018-09-14T15:00:00.000+0000,5103.51,CUS-2376382098,credit,151.04,-33.8,,,2018-09,Friday,
5755,posted,,0,ACC-354106658,PAY/SALARY,Christine,15994.56,2018-09-14,F,39,,,2018-09-14T15:00:00.000+0000,5103.51,CUS-2376382098,credit,151.04,-33.8,,,2018-09,Friday,
5756,posted,,0,ACC-182446574,PAY/SALARY,Tonya,7453.73,2018-09-14,F,27,,,2018-09-14T15:00:00.000+0000,2840.15,CUS-3026014945,credit,116.06,-32.0,,,2018-09,Friday,
5757,authorized,1.0,,ACC-240804743,SALES-POS,Kenneth,11232.57,2018-09-14,M,29,Hannans,WA,2018-09-14T15:11:09.000+0000,10.72,CUS-261674136,debit,121.48,-30.75,121.45,-30.73,2018-09,Friday,3.6290485308080718
5758,authorized,1.0,,ACC-1903037542,SALES-POS,Jeffrey,3896.75,2018-09-14,M,30,Belrose,NSW,2018-09-14T15:18:24.000+0000,67.37,CUS-860700529,debit,153.05,-27.61,151.21,-33.7,2018-09,Friday,699.6330661533478
5759,authorized,1.0,,ACC-2173390920,POS,Luis,5858.13,2018-09-14,M,27,Thornbury,VIC,2018-09-14T15:25:39.000+0000,31.49,CUS-3180318393,debit,144.71,-37.58,145.0,-37.75,2018-09,Friday,31.762847779116782
5760,authorized,0.0,,ACC-1598451071,SALES-POS,Diana,2227.42,2018-09-14,F,26,Southport,QLD,2018-09-14T15:32:53.000+0000,5.83,CUS-2487424745,debit,153.41,-27.95,153.41,-27.96,2018-09,Friday,1.1117626294532335
5761,authorized,1.0,,ACC-3233697971,SALES-POS,Robin,7128.18,2018-09-14,F,34,Kadina,SA,2018-09-14T15:40:08.000+0000,35.86,CUS-1147642491,debit,151.04,-33.77,137.71,-33.96,2018-09,Friday,1230.086458288834
5762,authorized,1.0,,ACC-1598451071,POS,Diana,2215.52,2018-09-14,F,26,Leinster,WA,2018-09-14T15:47:23.000+0000,11.9,CUS-2487424745,debit,153.41,-27.95,120.7,-27.92,2018-09,Friday,3203.564771926349
5763,authorized,1.0,,ACC-182446574,SALES-POS,Tonya,4613.58,2018-09-14,F,27,Mount Lawley,WA,2018-09-14T15:54:38.000+0000,18.21,CUS-3026014945,debit,116.06,-32.0,115.87,-31.93,2018-09,Friday,19.540254537941014
5764,posted,,0,ACC-3741880913,PAY/SALARY,Ashley,9316.39,2018-09-14,F,25,,,2018-09-14T16:00:00.000+0000,2282.36,CUS-1220154422,credit,150.5,-23.4,,,2018-09,Friday,
5765,posted,,,ACC-602667573,PAYMENT,Michael,11175.88,2018-09-14,M,40,,,2018-09-14T16:00:00.000+0000,41.0,CUS-2031327464,debit,151.23,-33.96,,,2018-09,Friday,
5766,posted,,0,ACC-964839203,PAY/SALARY,Michael,35029.67,2018-09-14,M,21,,,2018-09-14T16:00:00.000+0000,1560.2,CUS-2059096722,credit,146.92,-36.07,,,2018-09,Friday,
5767,posted,,,ACC-3827517394,PAYMENT,Craig,39028.73,2018-09-14,M,28,,,2018-09-14T16:00:00.000+0000,43.0,CUS-2663907001,debit,151.12,-33.89,,,2018-09,Friday,
5768,posted,,,ACC-2153562714,PAYMENT,Linda,3436.65,2018-09-14,F,24,,,2018-09-14T16:00:00.000+0000,27.0,CUS-423725039,debit,116.0,-31.88,,,2018-09,Friday,
5769,authorized,0.0,,ACC-854938045,SALES-POS,James,10147.16,2018-09-14,M,28,Brookvale,NSW,2018-09-14T16:04:15.000+0000,43.89,CUS-4023861240,debit,147.63,-22.84,151.26,-33.76,2018-09,Friday,1264.9021732520941
5770,authorized,1.0,,ACC-3481401842,POS,Tiffany,5157.01,2018-09-14,F,25,Burswood,WA,2018-09-14T16:20:39.000+0000,30.28,CUS-1669695324,debit,115.74,-31.72,115.9,-31.96,2018-09,Friday,30.66964732124352
5771,authorized,1.0,,ACC-182446574,SALES-POS,Tonya,7187.89,2018-09-14,F,27,Subiaco,WA,2018-09-14T16:37:02.000+0000,265.84,CUS-3026014945,debit,116.06,-32.0,115.83,-31.95,2018-09,Friday,22.395262221306368
5772,authorized,1.0,,ACC-3481401842,SALES-POS,Tiffany,5152.32,2018-09-14,F,25,Girrawheen,WA,2018-09-14T16:53:26.000+0000,4.69,CUS-1669695324,debit,115.74,-31.72,115.84,-31.84,2018-09,Friday,16.352187207990077
5773,posted,,0,ACC-2901672282,PAY/SALARY,Daniel,7280.85,2018-09-14,M,22,,,2018-09-14T17:00:00.000+0000,3328.77,CUS-1617121891,credit,255.0,-573.0,,,2018-09,Friday,
5774,posted,,0,ACC-3317636250,PAY/SALARY,Kenneth,13215.66,2018-09-14,M,35,,,2018-09-14T17:00:00.000+0000,2544.76,CUS-2738291516,credit,153.02,-27.66,,,2018-09,Friday,
5775,posted,,0,ACC-966140392,PAY/SALARY,Joseph,6919.34,2018-09-14,M,21,,,2018-09-14T17:00:00.000+0000,2572.91,CUS-537508723,credit,147.08,-37.97,,,2018-09,Friday,
5776,authorized,1.0,,ACC-1903037542,POS,Jeffrey,3872.93,2018-09-14,M,30,Holland Park,QLD,2018-09-14T17:06:22.000+0000,23.82,CUS-860700529,debit,153.05,-27.61,153.06,-27.53,2018-09,Friday,8.949969141746713
5777,authorized,1.0,,ACC-1710017148,POS,Michelle,8427.05,2018-09-14,F,19,Busselton,WA,2018-09-14T17:17:01.000+0000,49.86,CUS-883482547,debit,150.82,-34.01,115.35,-33.65,2018-09,Friday,3259.9281434285763
5778,authorized,1.0,,ACC-1349834573,POS,Matthew,12260.99,2018-09-14,M,39,Regents Park,NSW,2018-09-14T17:27:39.000+0000,51.5,CUS-1790886359,debit,145.17,-37.84,151.02,-33.88,2018-09,Friday,686.626058753986
5779,authorized,1.0,,ACC-1443681913,POS,Ryan,3498.88,2018-09-14,M,31,West Busselton,WA,2018-09-14T17:38:17.000+0000,10.13,CUS-3129499595,debit,150.92,-33.77,115.31,-33.66,2018-09,Friday,3276.9414613248878
5780,authorized,1.0,,ACC-1903037542,POS,Jeffrey,3863.11,2018-09-14,M,30,Toowoomba City,QLD,2018-09-14T17:48:56.000+0000,9.82,CUS-860700529,debit,153.05,-27.61,151.95,-27.56,2018-09,Friday,108.55302269691238
5781,authorized,1.0,,ACC-2897221629,SALES-POS,Scott,4320.8,2018-09-14,M,23,South Melbourne,VIC,2018-09-14T17:59:34.000+0000,73.71,CUS-511326734,debit,150.9,-34.37,144.95,-37.83,2018-09,Friday,658.3884029093479
5782,posted,,,ACC-1788473090,INTER BANK,Rachael,7033.58,2018-09-14,F,21,,,2018-09-14T18:00:00.000+0000,33.0,CUS-134193016,debit,145.06,-37.95,,,2018-09,Friday,
5783,posted,,,ACC-3541460373,PAYMENT,Jeffrey,3679.73,2018-09-14,M,24,,,2018-09-14T18:00:00.000+0000,53.0,CUS-1433879684,debit,145.0,-37.83,,,2018-09,Friday,
5784,posted,,,ACC-1652235822,PAYMENT,Renee,19933.07,2018-09-14,F,38,,,2018-09-14T18:00:00.000+0000,66.0,CUS-2206365095,debit,144.89,-37.81,,,2018-09,Friday,
5785,authorized,1.0,,ACC-2673069055,POS,Richard,20735.07,2018-09-14,M,24,Tullamarine,VIC,2018-09-14T18:20:52.000+0000,49.94,CUS-51506836,debit,152.99,-27.49,144.88,-37.69,2018-09,Friday,1363.8178838049864
5786,authorized,1.0,,ACC-1903037542,SALES-POS,Jeffrey,3853.75,2018-09-14,M,30,Sunnybank,QLD,2018-09-14T18:42:36.000+0000,9.36,CUS-860700529,debit,153.05,-27.61,153.06,-27.57,2018-09,Friday,4.5556508134767
5787,posted,,,ACC-3485804958,PAYMENT,Jessica,23562.21,2018-09-14,F,34,,,2018-09-14T19:00:00.000+0000,63.0,CUS-1196156254,debit,138.52,-35.01,,,2018-09,Friday,
5788,posted,,,ACC-3689607373,INTER BANK,Virginia,5906.22,2018-09-14,F,20,,,2018-09-14T19:00:00.000+0000,55.0,CUS-127297539,debit,115.79,-31.79,,,2018-09,Friday,
5789,posted,,,ACC-2171593283,PAYMENT,Fernando,10943.66,2018-09-14,M,19,,,2018-09-14T19:00:00.000+0000,40.0,CUS-2317998716,debit,146.94,-36.04,,,2018-09,Friday,
5790,posted,,,ACC-1438600314,PAYMENT,Maria,3973.61,2018-09-14,F,35,,,2018-09-14T19:00:00.000+0000,45.0,CUS-2650223890,debit,138.69,-34.84,,,2018-09,Friday,
5791,posted,,,ACC-2970114956,PAYMENT,Robert,9137.53,2018-09-14,M,26,,,2018-09-14T19:00:00.000+0000,149.0,CUS-880898248,debit,144.89,-37.69,,,2018-09,Friday,
5792,authorized,1.0,,ACC-1890605467,POS,Alexander,13197.84,2018-09-14,M,38,Sunbury,VIC,2018-09-14T19:01:54.000+0000,18.04,CUS-1478398256,debit,143.88,-37.66,144.73,-37.58,2018-09,Friday,75.38921969602978
5793,authorized,1.0,,ACC-854938045,POS,James,10099.13,2018-09-14,M,28,Fountain Gate,VIC,2018-09-14T19:11:25.000+0000,48.03,CUS-4023861240,debit,147.63,-22.84,145.3,-38.02,2018-09,Friday,1702.482167825211
5794,authorized,1.0,,ACC-1349834573,SALES-POS,Matthew,12219.74,2018-09-14,M,39,Tarneit,VIC,2018-09-14T19:20:57.000+0000,41.25,CUS-1790886359,debit,145.17,-37.84,144.69,-37.84,2018-09,Friday,42.150119811057635
5795,authorized,1.0,,ACC-2673069055,SALES-POS,Richard,20723.62,2018-09-14,M,24,Wacol,QLD,2018-09-14T19:30:28.000+0000,11.45,CUS-51506836,debit,152.99,-27.49,152.92,-27.59,2018-09,Friday,13.087666175727144
5796,authorized,1.0,,ACC-182446574,POS,Tonya,7175.38,2018-09-14,F,27,Warwick,WA,2018-09-14T19:39:59.000+0000,12.51,CUS-3026014945,debit,116.06,-32.0,115.81,-31.85,2018-09,Friday,28.894081058796466
5797,authorized,0.0,,ACC-2171593283,POS,Fernando,10983.66,2018-09-14,M,19,Brunswick East,VIC,2018-09-14T19:49:31.000+0000,18.15,CUS-2317998716,debit,146.94,-36.04,144.97,-37.77,2018-09,Friday,260.15332976549394
5798,authorized,1.0,,ACC-240804743,SALES-POS,Kenneth,11169.31,2018-09-14,M,29,Sydney,NSW,2018-09-14T19:59:02.000+0000,63.26,CUS-261674136,debit,121.48,-30.75,151.21,-33.87,2018-09,Friday,2805.626254603502
5799,posted,,,ACC-37709441,PAYMENT,Charles,10077.9,2018-09-14,M,18,,,2018-09-14T20:00:00.000+0000,27.0,CUS-3336454548,debit,153.41,-28.01,,,2018-09,Friday,
5800,posted,,,ACC-1903037542,INTER BANK,Jeffrey,3767.11,2018-09-14,M,30,,,2018-09-14T20:00:00.000+0000,78.0,CUS-860700529,debit,153.05,-27.61,,,2018-09,Friday,
